Offset(V)     Pid     Handle     Access Type             Details
0x817f7548    612      0x264   0x1f0fff Process          svchost.exe(1200)
0x817f7020    612      0x268   0x1f03ff Thread           TID 1160 PID 680
0x817f7be8    612      0x26c   0x1f03ff Thread           TID 1164 PID 680
0x817f6a00    612      0x270   0x1f03ff Thread           TID 1204 PID 1200
0xe1ddebb8    612      0x274   0x1f0001 Port             
0x814d3020    612      0x278   0x1f03ff Thread           TID 1212 PID 1076
0x814d3ad0    612      0x27c   0x1f03ff Thread           TID 1216 PID 1076
0x814d2b18    612      0x280   0x1f03ff Thread           TID 1904 PID 1900
0xe160d6c8    612      0x284   0x1f0001 Port             
0x8164a9b0    612      0x288   0x1f03ff Thread           TID 1292 PID 1040
0x8164a020    612      0x28c   0x1f0fff Process          msseces.exe(1900)
0xe17c9f68    612      0x290   0x1f0001 Port             
0x81694da8    612      0x294   0x1f03ff Thread           TID 1808 PID 636
0x8157dbd0    612      0x298   0x1f03ff Thread           TID 1248 PID 636
0x81559178    612      0x29c   0x1f03ff Thread           TID 1276 PID 692
0x816a3da8    612      0x2a0   0x1f03ff Thread           TID 1256 PID 636
0x81386da8    612      0x2a4   0x1f03ff Thread           TID 3900 PID 1752
0x816a08a8    612      0x2a8   0x1f03ff Thread           TID 1284 PID 1040
0x816a0020    612      0x2ac   0x1f03ff Thread           TID 1296 PID 1040
0x8169f020    612      0x2b0   0x1f03ff Thread           TID 1300 PID 1040
0x8169fda8    612      0x2b4   0x1f03ff Thread           TID 1304 PID 1040
0xe1ebcd40    612      0x2b8    0x20019 Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\CONTROL PANEL\INTERNATIONAL
0x818abda8    612      0x2bc   0x1f03ff Thread           TID 3352 PID 1752
0x8169a1d0    612      0x2c0   0x1f0fff Process          svchost.exe(1336)
0x812c4560    612      0x2c4   0x1f03ff Thread           TID 2052 PID 1888
0x81387020    612      0x2c8   0x1f03ff Thread           TID 1340 PID 1336
0xe1cdef20    612      0x2cc   0x1f0001 Port             
0xe1e40b48    612      0x2d0   0x1f0001 Port             
0x813878a0    612      0x2d4   0x1f03ff Thread           TID 1348 PID 1200
0x81387628    612      0x2d8   0x1f03ff Thread           TID 1352 PID 1200
0x818aa020    612      0x2dc   0x1f03ff Thread           TID 1356 PID 1200
0x815c9638    612      0x2e0   0x1f0fff Process          svchost.exe(1812)
0x8192d7f0    612      0x2e4   0x1f0fff Process          VMwareTray.exe(1876)
0x814a7698    612      0x2e8   0x1f03ff Thread           TID 1880 PID 1876
0x8154c680    612      0x2ec   0x1f03ff Thread           TID 1408 PID 1336
0x8153a020    612      0x2f0   0x1f03ff Thread           TID 1468 PID 1076
0x81683b30    612      0x2f4   0x1f03ff Thread           TID 1424 PID 1336
0x8169b9d0    612      0x2f8   0x1f03ff Thread           TID 3308 PID 1752
0x816809c0    612      0x2fc   0x1f03ff Thread           TID 1432 PID 1076
0x81680658    612      0x300   0x1f03ff Thread           TID 1436 PID 1076
0x81303858    612      0x304   0x1f03ff Thread           TID 3628 PID 1076
0x8136c020    612      0x308   0x1f03ff Thread           TID 1456 PID 1076
0x8136cb48    612      0x30c   0x1f03ff Thread           TID 1460 PID 1076
0x8136c740    612      0x310   0x1f03ff Thread           TID 1472 PID 1076
0x8136c4c8    612      0x314   0x1f03ff Thread           TID 1476 PID 1076
0x8153ad70    612      0x318   0x1f03ff Thread           TID 1480 PID 1076
0x813186d0    612      0x31c   0x1f03ff Thread           TID 3812 PID 1076
0x8136bb30    612      0x320   0x1f03ff Thread           TID 1488 PID 1076
0x8136b8b8    612      0x324   0x1f03ff Thread           TID 1492 PID 1076
0x8136b470    612      0x328   0x1f03ff Thread           TID 1496 PID 1076
0x8136abc0    612      0x32c   0x1f03ff Thread           TID 1500 PID 1076
0x813697e8    612      0x330   0x1f03ff Thread           TID 1504 PID 1076
0x81368020    612      0x334   0x1f03ff Thread           TID 1508 PID 1076
0x81368860    612      0x338   0x1f03ff Thread           TID 1512 PID 1076
0x813685e0    612      0x33c   0x1f0fff Process          spoolsv.exe(1516)
0x81536020    612      0x340   0x1f03ff Thread           TID 1520 PID 1516
0xe1f5ff68    612      0x344   0x1f0001 Port             
0x81367a18    612      0x348   0x1f03ff Thread           TID 1528 PID 1516
0x81367c90    612      0x34c   0x1f03ff Thread           TID 1524 PID 1516
0x81367730    612      0x350   0x1f03ff Thread           TID 1532 PID 1516
0x81336020    612      0x354   0x1f03ff Thread           TID 3396 PID 1516
0x81366020    612      0x358   0x1f03ff Thread           TID 1540 PID 1516
0x81366a88    612      0x35c  0x21f0003 Event            
0x81366540    612      0x360   0x1f03ff Thread           TID 1548 PID 1076
0x81609778    612      0x364   0x1f03ff Thread           TID 1800 PID 636
0xe1f63b98    612      0x368    0x20006 Key              USER\S-1-5-21-1957994488-1326574676-839522115-500\CONTROL PANEL\INTERNATIONAL
0x81729ba0    612      0x374   0x1f03ff Thread           TID 3760 PID 3756
0x81307900    612      0x378   0x1f03ff Thread           TID 3468 PID 2028
0x81928508    612      0x37c   0x1f03ff Thread           TID 1756 PID 1752
0x818f5cd0    612      0x380   0x1f0fff Process          explorer.exe(1752)
0x812d2408    612      0x384   0x1f03ff Thread           TID 3344 PID 1876
0x81502638    612      0x388   0x1f03ff Thread           TID 2432 PID 2396
0x81502020    612      0x38c   0x1f03ff Thread           TID 1320 PID 1336
0x81326020    612      0x390   0x1f03ff Thread           TID 568 PID 692
0xe1831450    612      0x394    0xf0007 Section          
0x815231a0    612      0x398   0x1f03ff Thread           TID 3408 PID 1516
0x81326548    612      0x39c   0x1f03ff Thread           TID 3404 PID 1516
0x81715020    612      0x3a0   0x1f03ff Thread           TID 2672 PID 424
0x81636650    612      0x3a4   0x1f03ff Thread           TID 3248 PID 1076
0x819304b8    612      0x3a8   0x1f03ff Thread           TID 1736 PID 1076
0x814ce020    612      0x3b0   0x1f03ff Thread           TID 3912 PID 2000
0x81321998    612      0x3b4   0x1f03ff Thread           TID 3712 PID 1752
0xe15618a8    612      0x3b8   0x1f0001 Port             
0x816a3698    612      0x3cc   0x1f03ff Thread           TID 3328 PID 692
0x8192c798    612      0x3d0   0x1f03ff Thread           TID 1780 PID 1076
0x8190c428    612      0x3d4   0x1f03ff Thread           TID 1804 PID 636
0xe1811c28    612      0x3d8   0x1f0001 Port             
0x814c81d8    612      0x3e0   0x1f03ff Thread           TID 1824 PID 1752
0x817ed420    612      0x3e4   0x1f03ff Thread           TID 2076 PID 3372
0x8160bcd8    612      0x3e8   0x1f03ff Thread           TID 1832 PID 1752
0x816741c8    612      0x3ec   0x1f03ff Thread           TID 1836 PID 1752
0x81920780    612      0x3f0   0x1f03ff Thread           TID 1840 PID 1752
0x81804998    612      0x3f4   0x1f03ff Thread           TID 1844 PID 1752
0x81803b18    612      0x3f8   0x1f03ff Thread           TID 1852 PID 1752
0x81906568    612      0x3fc   0x1f03ff Thread           TID 1860 PID 1076
0x812a6da8    612      0x400   0x1f03ff Thread           TID 2424 PID 1076
0x81605bc8    612      0x404   0x1f03ff Thread           TID 1924 PID 1812
0xe17a1b18    612      0x408   0x1f0001 Port             
0x818f6458    612      0x40c   0x1f0fff Process          VMwareUser.exe(1888)
0x8189cd28    612      0x410   0x1f03ff Thread           TID 1892 PID 1888
0x81878da8    612      0x414   0x1f03ff Thread           TID 3444 PID 1752
0x81717370    612      0x418   0x1f0fff Process          ctfmon.exe(1912)
0x814a9950    612      0x41c   0x1f03ff Thread           TID 1916 PID 1912
0xe1de0f68    612      0x420   0x1f0001 Port             
0x81606578    612      0x424   0x1f03ff Thread           TID 1920 PID 1812
0x816583d0    612      0x42c   0x1f03ff Thread           TID 3304 PID 1752
0x8160b3a8    612      0x430   0x1f03ff Thread           TID 1944 PID 1076
0x81331b30    612      0x434   0x1f03ff Thread           TID 436 PID 1076
0x8167b740    612      0x438   0x1f03ff Thread           TID 1952 PID 1076
0x816683f8    612      0x43c   0x1f03ff Thread           TID 1956 PID 1076
0x812a5b38    612      0x440   0x1f03ff Thread           TID 2464 PID 1200
0x817a8398    612      0x444   0x1f03ff Thread           TID 1964 PID 692
0x813a5da8    612      0x448   0x1f03ff Thread           TID 1996 PID 1336
0x812ec020    612      0x44c   0x1f03ff Thread           TID 2784 PID 692
0x8132cda8    612      0x450   0x1f03ff Thread           TID 392 PID 1888
0x814edda8    612      0x454   0x1f03ff Thread           TID 332 PID 1076
0x813a5b28    612      0x458   0x1f0fff Process          svchost.exe(2000)
0x81329640    612      0x45c   0x1f03ff Thread           TID 4060 PID 944
0x813a58b0    612      0x460   0x1f03ff Thread           TID 2004 PID 2000
0x815c4020    612      0x464   0x1f03ff Thread           TID 2016 PID 1076
0xe156ef68    612      0x468   0x1f0001 Port             
0x815c4888    612      0x46c   0x1f03ff Thread           TID 160 PID 692
0x812a58c0    612      0x470   0x1f03ff Thread           TID 2512 PID 1076
0x815c4610    612      0x474   0x1f03ff Thread           TID 164 PID 692
0x815c4398    612      0x478   0x1f03ff Thread           TID 168 PID 692
0x8172a4e8    612      0x47c   0x1f03ff Thread           TID 2308 PID 2000
0x81336b30    612      0x480   0x1f03ff Thread           TID 192 PID 2000
0x815146a8    612      0x484   0x1f03ff Thread           TID 3424 PID 1516
0x813acf20    612      0x488   0x1f0003 Event            
0x813363c0    612      0x48c   0x1f03ff Thread           TID 204 PID 1076
0x81336638    612      0x490   0x1f0fff Process          vmtoolsd.exe(200)
0x81506020    612      0x494   0x1f03ff Thread           TID 180 PID 200
0xe17e6e88    612      0x498   0x1f0001 Port             
0x81506da8    612      0x49c   0x1f03ff Thread           TID 208 PID 1076
0x81506b30    612      0x4a0   0x1f03ff Thread           TID 148 PID 1076
0x815068b8    612      0x4a4   0x1f03ff Thread           TID 212 PID 1900
0x81506640    612      0x4a8   0x1f03ff Thread           TID 140 PID 1900
0x8130e5e0    612      0x4ac   0x1f03ff Thread           TID 3176 PID 1076
0x81302190    612      0x4b0   0x1f03ff Thread           TID 3272 PID 1076
0x81331020    612      0x4b4   0x1f03ff Thread           TID 224 PID 2000
0x81331528    612      0x4b8   0x1f03ff Thread           TID 236 PID 2000
0x813312b0    612      0x4bc   0x1f03ff Thread           TID 240 PID 200
0x813268b8    612      0x4c0   0x1f03ff Thread           TID 816 PID 424
0x816bb4d8    612      0x4c4   0x1f03ff Thread           TID 248 PID 1076
0x81330020    612      0x4c8   0x1f03ff Thread           TID 252 PID 1076
0x81330b30    612      0x4cc   0x1f03ff Thread           TID 260 PID 1888
0x813308b8    612      0x4d0   0x1f03ff Thread           TID 264 PID 1888
0x81330640    612      0x4d4   0x1f03ff Thread           TID 272 PID 1888
0x814d8a28    612      0x4dc   0x1f03ff Thread           TID 996 PID 1076
0x81329b28    612      0x4e4   0x1f0fff Process          VMUpgradeHelper(424)
0x813292a8    612      0x4e8   0x1f03ff Thread           TID 428 PID 424
0x813181a8    612      0x4ec   0x1f03ff Thread           TID 2340 PID 1516
0x81503020    612      0x4f0   0x1f03ff Thread           TID 440 PID 1076
0xe17d9ef0    612      0x4f4   0x1f0001 Port             
0xe17cb430    612      0x4f8   0x1f0001 Port             
0x813044e8    612      0x4fc   0x1f03ff Thread           TID 3868 PID 200
0x816968d0    612      0x500   0x1f03ff Thread           TID 3324 PID 692
0x81729840    612      0x504   0x1f03ff Thread           TID 820 PID 944
0x814e78b8    612      0x508   0x1f03ff Thread           TID 476 PID 680
0x815554f8    612      0x514   0x1f03ff Thread           TID 2988 PID 1752
0x81326b30    612      0x518   0x1f03ff Thread           TID 492 PID 1900
0x81324020    612      0x520   0x1f0fff Process          TPAutoConnect.e(3372)
0xe1832928    612      0x524   0x1f0001 Port             
0x8131d940    612      0x528   0x1f03ff Thread           TID 3376 PID 3372
0x814da020    612      0x52c   0x1f03ff Thread           TID 3312 PID 1752
0x81921408    612      0x534    0xf01ff Desktop          Default
0x8131d940    612      0x538   0x1f03ff Thread           TID 3376 PID 3372
0x813541e0    612      0x53c   0x120089 File             \Device\HarddiskVolume1\WINDOWS\system32\ega.cpi
0x818f76a0    612      0x540   0x1f03ff Thread           TID 3384 PID 1516
0x81921408    612      0x544    0xf01ff Desktop          Default
0x813248b8    612      0x548   0x1f03ff Thread           TID 516 PID 612
0x818063d8    612      0x54c  0x21f0003 Event            
0x81655c68    612      0x550   0x1f0003 Event            
0x81655c38    612      0x554   0x1f0003 Event            
0x81655c98    612      0x558   0x1f0003 Event            
0x8170aca0    612      0x55c   0x1f0003 Event            
0x81677108    612      0x560   0x100003 Event            
0x8177eed0    612      0x564    0xf037f WindowStation    WinSta0
0x81324640    612      0x568   0x1f03ff Thread           TID 520 PID 612
0x813243c8    612      0x56c   0x1f03ff Thread           TID 524 PID 200
0x81323b30    612      0x574   0x1f03ff Thread           TID 532 PID 200
0x812ddb38    612      0x578   0x1f03ff Thread           TID 980 PID 1752
0x8154f3a8    612      0x57c   0x1f03ff Thread           TID 1660 PID 1076
0x8149b908    612      0x580  0x21f0003 Event            
0x814e2768    612      0x584   0x1f03ff Thread           TID 548 PID 1900
0x814e2418    612      0x588   0x1f03ff Thread           TID 552 PID 1900
0x81320020    612      0x58c   0x1f03ff Thread           TID 556 PID 1900
0x81320da8    612      0x590   0x1f03ff Thread           TID 560 PID 1900
0x8131ec00    612      0x594   0x1f03ff Thread           TID 584 PID 680
0x812aa020    612      0x59c   0x1f03ff Thread           TID 2452 PID 2272
0x81681da8    612      0x5a0   0x1f03ff Thread           TID 3508 PID 1076
0x812a4020    612      0x5a4   0x1f03ff Thread           TID 3164 PID 1076
0x81314da8    612      0x5a8   0x1f03ff Thread           TID 3276 PID 1752
0x814de8d8    612      0x5ac   0x1f03ff Thread           TID 656 PID 680
0x814ded10    612      0x5b0   0x1f03ff Thread           TID 616 PID 1752
0x8190c020    612      0x5bc   0x1f03ff Thread           TID 4076 PID 1076
0x81382020    612      0x5c4   0x1f03ff Thread           TID 3400 PID 1516
0x815b3660    612      0x5c8   0x1f03ff Thread           TID 3452 PID 1900
0x81637840    612      0x5d0   0x1f03ff Thread           TID 2256 PID 1336
0x8131f350    612      0x5d4   0x1f03ff Thread           TID 2400 PID 2396
0x812a5020    612      0x5d8   0x1f03ff Thread           TID 2460 PID 1076
0x8190f588    612      0x5dc   0x1f03ff Thread           TID 1404 PID 1752
0x8131a5f0    612      0x5e0   0x1f03ff Thread           TID 888 PID 424
0x8189e930    612      0x5e4   0x1f0003 Event            
0x81319b30    612      0x5e8   0x1f03ff Thread           TID 876 PID 1076
0x813198b8    612      0x5ec   0x1f03ff Thread           TID 740 PID 1076
0x81319480    612      0x5f0   0x1f03ff Thread           TID 932 PID 636
0x814da4a0    612      0x5fc   0x1f03ff Thread           TID 988 PID 1076
0x81322a08    612      0x600   0x1f03ff Thread           TID 2156 PID 1076
0x814d8da8    612      0x604   0x1f03ff Thread           TID 1000 PID 944
0x814d9a18    612      0x608   0x1f03ff Thread           TID 1004 PID 424
0x818b3828    612      0x60c   0x1f03ff Thread           TID 3188 PID 1076
0x8131bb38    612      0x618   0x1f03ff Thread           TID 3284 PID 1752
0x816032e8    612      0x61c   0x1f03ff Thread           TID 2088 PID 1752
